sample	FIPS
USA/VA-CAV_VAS3N_00018553_01/2023|OQ843607.1|2023-03-22	51161
USA/VA-VTVAS3-GSC42400/2023|OQ714536.1|2023-02-18	51081
USA/VA-CDC-LC1006289/2023|OQ432606.1|2023-02-02	51001
USA/VA-CAV_VAS3N_00018157_01/2023|OQ612762.1|2023-02-07	51115
USA/VA-CAV_VAS3N_00013830_01/2022|OP473472.1|2022-07-21	51139
USA/VA-CDC-LC0438613/2021|OM121926.1|2021-12-21	51023
USA/VA-VTVAS3-GSC40689/2022|OQ331375.1|2022-11-27	51037
USA/VA-CAV_VAS3N_00018309_01/2023|OQ612823.1|2023-02-16	51043
USA/VA-VTVAS3-GSC23246/2021|ON129502.1|2021-05-03	51177
USA/VA-VTVAS3-GSC28493/2021|ON133053.1|2021-11-30	51089
USA/VA-CDC-LC0684836/2022|ON771037.1|2022-05-31	51033
USA/VA-CDC-LC0969107/2022|OQ166951.1|2022-12-21	51690
USA/VA-CDC-QDX45341967/2023|OQ301289.1|2023-01-06	51685
USA/VA-CDC-LC0974447/2022|OQ193210.1|2022-12-20	51047
USA/VA-CDC-QDX45390165/2023|OQ328951.1|2023-01-08	51047
USA/VA-CDC-QDX45863406/2023|OQ382311.1|2023-01-20	51127
USA/VA-CAV_VAS3N_00017903_01/2023|OQ384481.1|2023-01-12	51650
USA/VA-CAV_VAS3N_00017532_01/2022|OQ384246.1|2022-12-31	51610
USA/VA-CDC-QDX40816462/2022|OP411976.1|2022-08-28	51159
USA/VA-VTVAS3-GSC28599/2021|ON133150.1|2021-12-01	51083
USA/VA-VTVAS3-GSC39444/2022|OP699928.1|2022-09-29	51595
USA/VA-VTVAS2-GSC41046/2022|OQ331669.1|2022-12-19	51171
USA/VA-CAV_VAS3N_00015675_01/2022|OP601030.1|2022-09-06	51143
USA/VA-CDC-LC1003358/2023|OQ432323.1|2023-01-31	51125
USA/VA-VTVAS3-GSC42040/2023|OQ544613.1|2023-01-24	51061
USA/VA-CAV_VAS3N_00017812_01/2023|OQ384337.1|2023-01-10	51175
USA/VA-CAV_VAS3N_00017809_01/2023|OQ384334.1|2023-01-10	51159
USA/VA-VTVAS3-GSC31333/2021|ON262534.1|2021-12-22	51111
USA/VA-VTVAS3-GSC39902/2022|OP851469.1|2022-10-27	51083
USA/VA-CDC-LC0979565/2023|OQ263989.1|2023-01-02	51179
USA/VA-CAV_VAS3N_00018425_01/2023|OQ843658.1|2023-02-27	51157
USA/VA-DCLS-14763/2022|OQ176574.1|2022-12-07	51685
USA/VA-CDC-LC1041524/2023|OQ991609.1|2023-05-03	51157
USA/VA-VTVAS3-GSC42416/2023|OQ714551.1|2023-02-18	51730
USA/VA-CDC-QDX47418109/2023|OQ644109.1|2023-03-01	51095
USA/VA-CDC-LC1042324/2023|OR038069.1|2023-05-13	51121
USA/VA-VTVAS3-GSC34080/2022|ON605741.1|2022-01-05	51105
USA/VA-CDC-LC0529306/2022|OM737383.1|2022-02-03	51023
USA/VA-CAV_VAS3N_00013832_01/2022|OP473474.1|2022-07-17	51720
USA/VA-VTVAS3-GSC39089/2022|OP546588.1|2022-09-04	51061
USA/VA-CAV_VAS3N_00015126_01/2022|OP472444.1|2022-08-28	51097
USA/VA-CAV_VAS3N_00018253_01/2023|OQ612948.1|2023-02-11	51181
USA/VA-CDC-VSX-A061494/2023|OQ433426.1|2023-01-28	51045
USA/VA-DCLS-15003/2023|OQ511642.1|2023-01-27	51021
USA/VA-CDC-LC1034170/2023|OQ802585.1|2023-03-30	51053
USA/VA-CDC-QDX46229255/2023|OQ441249.1|2023-01-27	51179
USA/VA-CDC-LC1009888/2023|OQ458153.1|2023-02-10	51077
USA/VA-CDC-QDX46229193/2023|OQ441229.1|2023-01-26	51069
USA/VA-CDC-LC1002010/2023|OQ404584.1|2023-01-28	51137
USA/VA-CDC-QDX48144012/2023|OQ728531.1|2023-03-20	51157
USA/VA-CAV_VAS3N_00018143_01/2023|OQ613049.1|2023-01-30	51181
USA/VA-VTVAS3-GSC33372/2022|ON258911.1|2022-01-25	51670
USA/VA-VTVAS3-GSC41018/2022|OQ331813.1|2022-12-09	51075
USA/VA-CDC-LC0980174/2023|OQ264401.1|2023-01-03	51620
USA/VA-VTVAS3-GSC41753/2023|OQ442419.1|2023-01-19	51195
USA/VA-CAV_VAS3N_00014365_01/2022|OP472366.1|2022-08-11	51095
USA/VA-CDC-VSX-A065076/2023|OQ681412.1|2023-03-14	51680
USA/VA-CAV_VAS3N_00017196_01/2022|OQ151306.1|2022-12-14	51179
USA/VA-VTVAS3-GSC40788/2022|OQ331405.1|2022-12-02	51107
USA/VA-DCLS-15109/2023|OQ845421.1|2023-03-29	51163
USA/VA-DCLS-14424/2022|OP185988.1|2022-07-07	51183
USA/VA-DCLS-15084/2023|OQ859884.1|2023-03-10	51650
USA/VA-CDC-QDX46010234/2023|OQ430882.1|2023-01-23	51061
USA/VA-VTVAS3-GSC42567/2023|OQ890979.1|2023-03-10	51185
USA/VA-CDC-QDX47644281/2023|OQ656144.1|2023-03-07	51600
USA/VA-CDC-LC1030432/2023|OQ712632.1|2023-03-21	51003
USA/VA-CDC-QDX48043308/2023|OQ713469.1|2023-03-17	51103
USA/VA-CAV_VAS3N_00018598_01/2023|OQ843806.1|2023-03-26	51680
USA/VA-CDC-LC0978238/2022|OQ205700.1|2022-12-26	51091
USA/VA-VTVAS2-GSC41042/2022|OQ331665.1|2022-12-23	51177
USA/VA-CDC-QDX47492506/2023|OQ654819.1|2023-03-03	51810
USA/VA-VTVAS2-GSC41103/2022|OQ331726.1|2022-12-23	51550
USA/VA-VTVAS3-GSC39158/2022|OP556039.1|2022-09-11	51001
USA/VA-CDC-LC0930366/2022|OP861380.1|2022-11-08	51059
USA/VA-VTVAS3-GSC28997/2021|ON133421.1|2021-12-16	51540
USA/VA-CDC-2-4611257/2021|OK187817.1|2021-05-28	51083
USA/VA-CDC-LC0980515/2023|OQ264370.1|2023-01-03	51111
USA/VA-CAV_VAS3N_00017630_01/2023|OQ384412.1|2023-01-06	51840
USA/VA-DCLS-14891/2023|OQ360725.1|2023-01-03	51035
USA/VA-VTVAS3-GSC42357/2023|OQ544751.1|2023-02-12	51105
USA/VA-VTVAS3-GSC41809/2023|OQ442657.1|2023-01-26	51011
USA/VA-VTVAS2-GSC32269/2022|ON394100.1|2022-02-08	51550
USA/VA-CDC-QDX44737803/2022|OQ173660.1|2022-12-14	51145
USA/VA-CDC-LC0946847/2022|OP993898.1|2022-11-29	51021
USA/VA-CAV_VAS3N_00013304_01/2022|OP330267.1|2022-07-07	51145
USA/VA-CAV_VAS3N_00014943_01/2022|OP472946.1|2022-08-23	51173
USA/VA-CAV_VAS3N_00017255_01/2022|OQ151329.1|2022-12-15	51187
USA/VA-CAV_VAS3N_00018020_01/2023|OQ612840.1|2023-01-25	51750
USA/VA-VTVAS3-GSC40946/2022|OQ331741.1|2022-12-12	51193
USA/VA-VTVAS3-GSC41304/2022|OQ331931.1|2022-12-29	51185
USA/VA-CDC-QDX45638617/2023|OQ369117.1|2023-01-11	51191
USA/VA-CAV_VAS3N_00017272_01/2022|OQ384030.1|2022-12-16	51740
USA/VA-CDC-QDX47144933/2023|OQ584222.1|2023-02-22	51141
USA/VA-CDC-QDX46775805/2023|OQ590306.1|2023-02-13	51047
USA/VA-CDC-LC1009791/2023|OQ458161.1|2023-02-11	51019
USA/VA-CAV_VAS3N_00018334_01/2023|OQ843718.1|2023-02-11	51057
USA/VA-CDC-VSX-A062345/2023|OQ582316.1|2023-02-16	51600
USA/VA-VTVAS3-GSC42805/2023|OR067971.1|2023-04-21	51610
USA/VA-VTVAS3-GSC42412/2023|OQ714548.1|2023-02-15	51081
USA/VA-CAV_VAS3N_00018302_01/2023|OQ612813.1|2023-02-13	51600
USA/VA-CDC-QDX48316284/2023|OQ783061.1|2023-03-24	51029
USA/VA-CDC-LC1008771/2023|OQ458094.1|2023-02-09	51159
USA/VA-CDC-QDX46677357/2023|OQ515980.1|2023-02-08	51183
USA/VA-CDC-LC1012925/2023|OQ582976.1|2023-02-13	51530
USA/VA-CAV_VAS3N_00018306_01/2023|OQ612821.1|2023-02-15	51083
USA/VA-VTVAS3-GSC42536/2023|OQ714693.1|2023-02-27	51161
USA/VA-VTVAS3-GSC42626/2023|OQ891036.1|2023-03-02	51103
USA/VA-CDC-QDX47417997/2023|OQ643762.1|2023-02-28	51089
USA/VA-CDC-LC0994014/2023|OQ353650.1|2023-01-17	51690
USA/VA-CAV_VAS3N_00017004_01/2022|OQ151441.1|2022-11-29	51185
USA/VA-CAV_VAS3N_00018043_01/2023|OQ612861.1|2023-01-26	51595
USA/VA-CDC-QDX45961604/2023|OQ400124.1|2023-01-23	51550
USA/VA-VTVAS3-GSC42643/2023|OQ890880.1|2023-03-30	51590
USA/VA-DCLS-15061/2023|OQ844100.1|2023-02-17	51155
USA/VA-VTVAS3-GSC41773/2023|OQ442439.1|2023-01-18	51133
USA/VA-VTVAS3-GSC40671/2022|OQ331357.1|2022-11-15	51071
USA/VA-CDC-QDX46678046/2023|OQ515921.1|2023-02-08	51750
USA/VA-VTVAS3-GSC42104/2023|OQ544677.1|2023-02-03	51830
USA/VA-CDC-LC1002004/2023|OQ404581.1|2023-01-28	51175
USA/VA-CDC-QDX46677354/2023|OQ515809.1|2023-02-08	51051
USA/VA-CDC-LC1041429/2023|OQ991747.1|2023-05-05	51191
USA/VA-CDC-QDX46010125/2023|OQ419505.1|2023-01-22	51660
USA/VA-CDC-QDX46775533/2023|OQ590163.1|2023-02-12	51099
USA/VA-VTVAS3-GSC41912/2023|OQ442595.1|2023-01-20	51193
USA/VA-CAV_VAS3N_00017240_01/2022|OQ151310.1|2022-12-14	51175
USA/VA-CDC-QDX45389797/2023|OQ327769.1|2023-01-05	51005
USA/VA-CAV_VAS3N_00017738_01/2023|OQ384353.1|2023-01-10	51095
USA/VA-CDC-LC0986541/2023|OQ259170.1|2023-01-07	51173
USA/VA-VTVAS3-GSC33933/2022|ON615260.1|2022-02-04	51800
USA/VA-VTVAS3-GSC39923/2022|OP948485.1|2022-10-22	51177
USA/VA-VTVAS3-GSC23851/2021|ON131433.1|2021-08-13	51051
USA/VA-CAV_VAS3N_00017966_01/2023|OQ384616.1|2023-01-20	51141
USA/VA-CDC-QDX46229478/2023|OQ441846.1|2023-01-30	51800
USA/VA-CDC-LC0297586/2021|OK454256.1|2021-09-17	51107
USA/VA-CAV_VAS3N_00018050_01/2023|OQ612868.1|2023-01-27	51081
USA/VA-VTVAS3-GSC41403/2022|OQ351067.1|2022-12-31	51171
USA/VA-VTVAS3-GSC41261/2022|OQ331888.1|2022-12-30	51760
USA/VA-CDC-LC0855445/2022|OP386005.1|2022-08-22	51570
USA/VA-VTVAS3-GSC40743/2022|OQ331281.1|2022-11-30	51147
USA/VA-CDC-LC0892163/2022|OP583196.1|2022-09-20	51700
USA/VA-CAV_VAS3N_00017320_01/2022|OQ384072.1|2022-12-19	51600
USA/VA-VTVAS3-GSC42853/2023|OR068018.1|2023-04-14	51109
USA/VA-VTVAS3-GSC42524/2023|OQ714682.1|2023-03-05	51720
USA/VA-VTVAS3-GSC42607/2023|OQ891018.1|2023-03-04	51540
USA/VA-CAV_VAS3N_00018488_01/2023|OQ843637.1|2023-03-04	51683
USA/VA-CDC-QDX47594531/2023|OQ655855.1|2023-03-06	51141
USA/VA-VTVAS3-GSC42508/2023|OQ714666.1|2023-03-05	51043
USA/VA-CDC-LC1027668/2023|OQ660922.1|2023-03-06	51033
USA/VA-CDC-LC1025341/2023|OQ643044.1|2023-03-03	51089
USA/VA-VTVAS3-GSC42495/2023|OQ714653.1|2023-03-01	51730
USA/VA-VTVAS3-GSC42496/2023|OQ714654.1|2023-02-28	51640
USA/VA-VTVAS3-GSC42619/2023|OQ891029.1|2023-03-03	51015
USA/VA-VTVAS3-GSC42599/2023|OQ891010.1|2023-03-08	51191
USA/VA-VTVAS3-GSC42649/2023|OQ890886.1|2023-03-17	51069
USA/VA-CDC-LC0587768/2022|ON397282.1|2022-04-19	51021
USA/VA-CAV_VAS3N_00016721_01/2022|OQ151388.1|2022-11-07	51057
USA/VA-CDC-QDX37842021/2022|ON846905.1|2022-06-08	51083
USA/VA-CAV_VAS3N_00016917_01/2022|OQ151156.1|2022-11-29	51067
USA/VA-VTVAS3-GSC41644/2023|OQ442480.1|2023-01-14	51113
USA/VA-VTVAS3-GSC41527/2023|OQ351192.1|2023-01-07	51177
USA/VA-CDC-LC0952878/2022|OQ072094.1|2022-12-01	51085
USA/VA-CDC-QDX40577780/2022|OP367249.1|2022-08-21	51800
USA/VA-VTVAS3-GSC37292/2022|OP327444.1|2022-07-10	51800
USA/VA-CDC-QDX43989979/2022|OP991512.1|2022-11-25	51047
USA/VA-CDC-LC0683458/2022|ON772709.1|2022-06-03	51740
USA/VA-CAV_VAS3N_00017775_01/2023|OQ384305.1|2023-01-04	51003
USA/VA-CDC-VSX-A061049/2023|OQ433322.1|2023-01-26	51187
USA/VA-VTVAS3-GSC41309/2023|OQ331936.1|2023-01-02	51167
USA/VA-DCLS-14772/2022|OQ176582.1|2022-12-08	51037
USA/VA-VTVAS2-GSC41054/2022|OQ331677.1|2022-12-20	51181
USA/VA-CDC-QDX41683852/2022|OP619271.1|2022-09-20	51081
USA/VA-CAV_VAS3N_00015202_01/2022|OP601201.1|2022-08-27	51015
USA/VA-VTVAS3-GSC39945/2022|OP948506.1|2022-10-29	51570
USA/VA-VTVAS3-GSC41782/2023|OQ442448.1|2023-01-22	51810
USA/VA-VTVAS3-GSC42909/2023|OR083132.1|2023-05-02	51510
USA/VA-VTVAS3-GSC42671/2023|OQ890906.1|2023-03-08	51670
USA/VA-CDC-LC1016120/2023|OQ632140.1|2023-02-20	51775
USA/VA-VTVAS3-GSC41669/2023|OQ442505.1|2023-01-16	51007
USA/VA-CDC-LC1015339/2023|OQ631583.1|2023-02-16	51630
USA/VA-DCLS-14949/2023|OQ378985.1|2023-01-12	51670
USA/VA-CDC-QDX46826171/2023|OQ577066.1|2023-02-13	51133
USA/VA-CAV_VAS3N_00012664_01/2022|OP059913.1|2022-06-04	51678
USA/VA-CAV_VAS3N_00016636_01/2022|OP923559.1|2022-10-31	51065
USA/VA-CAV_VAS3N_00011762_01/2022|OP061396.1|2022-05-23	51177
USA/VA-VTVAS3-GSC42105/2023|OQ544678.1|2023-02-03	51149
USA/VA-VTVAS3-GSC42730/2023|OQ890826.1|2023-03-31	51017
USA/VA-CAV_VAS3N_00018444_01/2023|OQ843683.1|2023-02-22	51085
USA/VA-CDC-LC1006974/2023|OQ443973.1|2023-02-05	51125
USA/VA-VTVAS3-GSC42331/2023|OQ544725.1|2023-02-12	51007
USA/VA-CDC-QDX46677949/2023|OQ516428.1|2023-02-10	51165
USA/VA-VTVAS3-GSC42503/2023|OQ714661.1|2023-02-23	51019
USA/VA-CAV_VAS3N_00015454_01/2022|OP601085.1|2022-08-26	51107
USA/VA-CAV_VAS3N_00015509_01/2022|OP600720.1|2022-08-31	51580
USA/VA-VTVAS3-GSC29123/2021|ON133698.1|2021-12-21	51167
USA/VA-VTVAS3-GSC42166/2023|OQ544882.1|2023-02-01	51073
USA/VA-VTVAS3-GSC41937/2023|OQ442620.1|2023-01-26	51019
USA/VA-VTVAS3-GSC41911/2023|OQ442594.1|2023-01-20	51043
USA/VA-CAV_VAS3N_00018136_01/2023|OQ613042.1|2023-01-29	51510
USA/VA-VTVAS3-GSC41355/2022|OQ351020.1|2022-12-31	51670
USA/VA-VTVAS3-GSC42239/2023|OQ544785.1|2023-01-28	51143
USA/VA-CDC-LC0741386/2022|ON947910.1|2022-06-20	51121
USA/VA-CAV_VAS3N_00017455_01/2022|OQ383967.1|2022-12-21	51079
USA/VA-CDC-LC0264340/2021|OK279943.1|2021-09-07	51047
USA/VA-DCLS-11602/2021|OM123503.1|2021-12-07	51175
USA/VA-VTVAS3-GSC40949/2022|OQ331744.1|2022-12-13	51530
USA/VA-DCLS-14778/2022|OQ176587.1|2022-12-10	51045
USA/VA-CAV_VAS3N_00016156_01/2022|OP752983.1|2022-09-18	51036
USA/VA-CDC-LC0576037/2022|ON296995.1|2022-04-09	51111
USA/VA-CDC-MMB13580035/2022|OM513269.1|2022-01-19	51710
USA/VA-VTVAS3-GSC41564/2023|OQ351232.1|2023-01-09	51683
USA/VA-CDC-LC1000517/2023|OQ404457.1|2023-01-27	51700
USA/VA-CDC-QDX45389749/2023|OQ327571.1|2023-01-05	51071
USA/VA-CDC-QDX45689554/2023|OQ370137.1|2023-01-16	51127
USA/VA-CDC-LC0986832/2023|OQ295227.1|2023-01-09	51840
USA/VA-CAV_VAS3N_00015234_01/2022|OP600800.1|2022-08-26	51530
USA/VA-CDC-LC1011967/2023|OQ518884.1|2023-02-12	51139
USA/VA-CDC-88390060/2023|OQ381723.1|2023-01-18	51640
USA/VA-VTVAS3-GSC39496/2022|OP699975.1|2022-10-03	51820
USA/VA-CDC-QDX47361678/2023|OQ643328.1|2023-02-27	51131
USA/VA-CDC-QDX43385664/2022|OP869058.1|2022-11-03	51111
USA/VA-CDC-QDX47144747/2023|OQ584077.1|2023-02-21	51119
USA/VA-VTVAS3-GSC42539/2023|OQ714696.1|2023-02-28	51001
USA/VA-CDC-QDX47594505/2023|OQ656016.1|2023-03-06	51570
USA/VA-CDC-QDX47260299/2023|OQ610187.1|2023-02-24	51165
USA/VA-VTVAS3-GSC42441/2023|OQ714575.1|2023-02-25	51143
USA/VA-CDC-LC1024353/2023|OQ621235.1|2023-03-01	51127
USA/VA-CDC-VSX-A062741/2023|OQ593306.1|2023-02-24	51033
USA/VA-VTVAS3-GSC42435/2023|OQ714569.1|2023-02-26	51143
USA/VA-CDC-QDX47260315/2023|OQ602936.1|2023-02-25	51051
USA/VA-VTVAS3-GSC42562/2023|OQ890974.1|2023-02-26	51043
USA/VA-VTVAS3-GSC42488/2023|OQ714646.1|2023-02-25	51840
USA/VA-CAV_VAS3N_00018525_01/2023|OQ843589.1|2023-03-22	51011
USA/VA-CAV_VAS3N_00018366_01/2023|OQ843746.1|2023-02-23	51065
USA/VA-CAV_VAS3N_00018607_01/2023|OQ953854.1|2023-04-05	51029
USA/VA-CDC-QDX47145006/2023|OQ602082.1|2023-02-21	51600
USA/VA-VTVAS3-GSC42454/2023|OQ714588.1|2023-02-25	51117
USA/VA-CAV_VAS3N_00018570_01/2023|OQ843791.1|2023-03-30	51173
USA/VA-CDC-LC0830004/2022|OP285096.1|2022-08-10	51091
USA/VA-DCLS-11648/2021|OM263264.1|2021-12-07	51630
USA/VA-CDC-LC0904965/2022|OP662456.1|2022-10-05	51143
USA/VA-CDC-QDX42300189/2022|OP772778.1|2022-10-06	51810
USA/VA-CAV_VAS3N_00017505_01/2022|OQ384222.1|2022-12-26	51053
USA/VA-CDC-LC1027860/2023|OQ661398.1|2023-03-09	51109
USA/VA-CDC-LC0977481/2022|OQ206842.1|2022-12-31	51035
USA/VA-CDC-LC1008988/2023|OQ458030.1|2023-02-08	51113
USA/VA-CDC-LC0977491/2022|OQ206780.1|2022-12-31	51197
USA/VA-CAV_VAS3N_00017396_01/2022|OQ384701.1|2022-12-21	51530
USA/VA-CAV_VAS3N_00017464_01/2022|OQ383969.1|2022-12-22	51059
USA/VA-CAV_VAS3N_00017420_01/2022|OQ384021.1|2022-12-23	51580
USA/VA-CDC-QDX43725372/2022|OP944301.1|2022-11-14	51199
USA/VA-CDC-LC1009405/2023|OQ457880.1|2023-02-07	51191
USA/VA-CDC-QDX47418132/2023|OQ644149.1|2023-03-01	51540
USA/VA-CDC-QDX46611457/2023|OQ505581.1|2023-02-07	51067
USA/VA-CDC-QDX46500303/2023|OQ468197.1|2023-02-06	51053
USA/VA-VTVAS3-GSC41946/2023|OQ442629.1|2023-01-24	51029
USA/VA-CDC-QDX47418125/2023|OQ644003.1|2023-03-01	51031
USA/VA-VTVAS3-GSC42169/2023|OQ544885.1|2023-01-31	51067
USA/VA-CDC-QDX46179234/2023|OQ431442.1|2023-01-29	51171
USA/VA-CAV_VAS3N_00018071_01/2023|OQ613077.1|2023-01-24	51071
USA/VA-CDC-QDX46944451/2023|OQ578313.1|2023-02-16	51159
USA/VA-CDC-QDX46447764/2023|OQ452805.1|2023-02-05	51161
USA/VA-CDC-LC1009271/2023|OQ457856.1|2023-02-07	51670
USA/VA-VTVAS3-GSC42116/2023|OQ544688.1|2023-01-30	51013
USA/VA-CDC-QDX43211858/2022|OQ287049.1|2022-10-31	51520
USA/VA-CDC-LC0760417/2022|OP015656.1|2022-07-05	51137
USA/VA-VTVAS3-GSC37992/2022|OP345988.1|2022-07-23	51109
USA/VA-CDC-ASC210634433/2021|OM096353.1|2021-12-17	51081
USA/VA-CAV_VAS3N_00013053_01/2022|OP330114.1|2022-07-01	51137
USA/VA-CDC-STM-86CFW6NVR/2022|OM686729.1|2022-01-27	51660
USA/VA-VTVAS3-GSC30490/2022|ON176446.1|2022-01-11	51049
USA/VA-CDC-LC1006899/2023|OQ444043.1|2023-02-06	51021
USA/VA-CAV_VAS3N_00012434_01/2022|OP059727.1|2022-06-07	51021
USA/VA-CAV_VAS3N_00017786_01/2023|OQ384315.1|2023-01-05	51097
USA/VA-CAV_VAS3N_00016922_01/2022|OQ151144.1|2022-11-29	51051
USA/VA-CDC-LC0998018/2023|OQ364853.1|2023-01-23	51610
USA/VA-VTVAS3-GSC40601/2022|OP997362.1|2022-11-16	51083
USA/VA-CDC-LC0918129/2022|OP754230.1|2022-10-17	51570
USA/VA-CDC-LC0669665/2022|ON710707.1|2022-05-26	51105
USA/VA-CDC-STM-VS5UC4739/2022|OP732611.1|2022-10-03	51179
USA/VA-DCLS-8378/2021|OK945886.1|2021-08	51031
USA/VA-CAV_VAS3N_00016427_01/2022|OP923421.1|2022-10-11	51191
USA/VA-CDC-LC0684181/2022|ON772529.1|2022-06-03	51033
USA/VA-CDC-LC0619660/2022|ON539140.1|2022-05-05	51183
USA/VA-VTVAS3-GSC35527/2022|OP289437.1|2022-05-17	51680
USA/VA-VTVAS3-GSC40639/2022|OQ331325.1|2022-11-23	51640
USA/VA-CAV_VAS3N_00016884_01/2022|OQ151058.1|2022-11-22	51520
USA/VA-CDC-LC0844396/2022|OP335330.1|2022-08-18	51161
USA/VA-VTVAS3-GSC31344/2022|ON262544.1|2022-01-16	51025
USA/VA-CAV_VAS3N_00017915_01/2023|OQ384567.1|2023-01-14	51093
USA/VA-CDC-QDX45961193/2023|OQ399842.1|2023-01-22	51127
USA/VA-CAV_VAS3N_00018167_01/2023|OQ612773.1|2023-01-31	51197
USA/VA-VTVAS3-GSC42500/2023|OQ714658.1|2023-02-25	51097
USA/VA-CDC-QDX35776223/2022|ON335660.1|2022-04-09	51143
USA/VA-CAV_VAS3N_00017152_01/2022|OQ151488.1|2022-12-09	51077
USA/VA-CDC-QDX45592261/2023|OQ347525.1|2023-01-12	51115
USA/VA-CDC-QDX44483924/2022|OQ142598.1|2022-12-10	51095
USA/VA-VTVAS3-GSC39848/2022|OP851416.1|2022-10-18	51125
USA/VA-CDC-QDX43796210/2022|OP982651.1|2022-11-18	51163
USA/VA-CAV_VAS3N_00014434_01/2022|OP473179.1|2022-08-10	51520
USA/VA-CDC-QDX44939256/2022|OQ208427.1|2022-12-23	51165
USA/VA-CDC-LC0958230/2022|OQ109770.1|2022-12-09	51167
USA/VA-CAV_VAS3N_00013654_01/2022|OP472469.1|2022-07-12	51119
USA/VA-CDC-LC0577274/2022|ON349905.1|2022-04-12	51011
USA/VA-CDC-QDX45592241/2023|OQ347522.1|2023-01-12	51036
USA/VA-CDC-LC0369158/2021|OL557482.1|2021-10-30	51171
USA/VA-DCLS-11616/2021|OM123517.1|2021-12-05	51640
USA/VA-CAV_VAS3N_00017972_01/2023|OQ384622.1|2023-01-22	51570
USA/VA-CDC-QDX45961588/2023|OQ400771.1|2023-01-23	51510
USA/VA-CAV_VAS3N_00018196_01/2023|OQ612993.1|2023-02-01	51027
USA/VA-CDC-STM-KS4AD8F6K/2022|OP370105.1|2022-08-16	51179
USA/VA-CAV_VAS3N_00018134_01/2023|OQ613040.1|2023-01-29	51081
USA/VA-VTVAS3-GSC41933/2023|OQ442616.1|2023-01-21	51187
USA/VA-CDC-LC1015694/2023|OQ631988.1|2023-02-19	51079
USA/VA-VTVAS3-GSC41913/2023|OQ442596.1|2023-01-20	51143
USA/VA-CDC-LC1009874/2023|OQ458128.1|2023-02-10	51027
USA/VA-CDC-QDX47644313/2023|OQ656103.1|2023-03-07	51099
USA/VA-CDC-QDX47144667/2023|OQ602149.1|2023-02-21	51133
USA/VA-CDC-LC1018754/2023|OQ613435.1|2023-02-13	51670
USA/VA-CDC-QDX46010508/2023|OQ400860.1|2023-01-24	51013
USA/VA-CDC-VSX-A061828/2023|OQ520463.1|2023-02-10	51167
USA/VA-VTVAS3-GSC42255/2023|OQ544800.1|2023-02-05	51089
USA/VA-CDC-LC1006424/2023|OQ444086.1|2023-02-06	51115
USA/VA-CDC-QDX46552099/2023|OQ468241.1|2023-02-07	51035
USA/VA-CAV_VAS3N_00011891_01/2022|OP061429.1|2022-05-26	51185
USA/VA-VTVAS3-GSC34755/2022|ON712708.1|2022-04-28	51143
USA/VA-CDC-LC1015689/2023|OQ631996.1|2023-02-19	51169
USA/VA-CAV_VAS3N_00018431_01/2023|OQ843664.1|2023-03-01	51077
USA/VA-CDC-QDX46944931/2023|OQ578753.1|2023-02-18	51121
USA/VA-CAV_VAS3N_00018307_01/2023|OQ612822.1|2023-02-16	51159
USA/VA-CDC-LC1023622/2023|OQ601175.1|2023-02-23	51590
USA/VA-CDC-QDX47260192/2023|OQ602796.1|2023-02-24	51069
USA/VA-CDC-QDX47311918/2023|OQ610886.1|2023-02-27	51580
USA/VA-CDC-LC1019312/2023|OQ613839.1|2023-02-15	51197
USA/VA-CDC-QDX39612126/2022|OP228877.1|2022-07-31	51510
USA/VA-CDC-QDX46944497/2023|OQ578132.1|2023-02-16	51181
USA/VA-CDC-VSX-A078186/2023|OQ582559.1|2023-02-20	51087
USA/VA-DCLS-15050/2023|OQ844091.1|2023-02-21	51125
USA/VA-CAV_VAS3N_00018392_01/2023|OQ843770.1|2023-02-19	51175
USA/VA-CDC-QDX46992323/2023|OQ591436.1|2023-02-19	51037
USA/VA-CDC-QDX47594486/2023|OQ655788.1|2023-03-06	51640
USA/VA-CDC-QDX48043298/2023|OQ713482.1|2023-03-17	51530
USA/VA-CAV_VAS3N_00018429_01/2023|OQ843662.1|2023-03-02	51083
USA/VA-CAV_VAS3N_00018442_01/2023|OQ843681.1|2023-02-20	51810
USA/VA-CDC-LC1015385/2023|OQ631601.1|2023-02-16	51157
USA/VA-CAV_VAS3N_00018354_01/2023|OQ843735.1|2023-02-17	51185
USA/VA-DCLS-15071/2023|OQ844110.1|2023-02-20	51630
USA/VA-CDC-QDX47594383/2023|OQ655644.1|2023-03-05	51061
USA/VA-CAV_VAS3N_00016603_01/2022|OP923669.1|2022-10-26	51159
USA/VA-CDC-LC0748121/2022|ON976347.1|2022-06-27	51197
USA/VA-VTVAS3-GSC33832/2022|ON615128.1|2022-02-08	51073
USA/VA-VTVAS3-GSC23633/2021|ON131144.1|2021-08-02	51077
USA/VA-CDC-QDX39258657/2022|OP194306.1|2022-07-20	51073
USA/VA-CAV_VAS3N_00017160_01/2022|OQ151481.1|2022-12-08	51760
USA/VA-VTVAS3-GSC38543/2022|OP390615.1|2022-08-15	51041
USA/VA-CDC-QDX40456647/2022|OP730033.1|2022-08-16	51760
USA/VA-VTVAS3-GSC38878/2022|OP485373.1|2022-08-27	51153
USA/VA-CAV_VAS3N_00016725_01/2022|OQ151393.1|2022-11-09	51063
